,Name,Address,Rating,Money,lat,lng,District
9496,Суши-пицца маркет,"Озерная, 2, корп. 2",,1.0,55.689035,37.46997,Очаково-Матвеевское
9497,Суши-пицца маркет,"Электролитный пр., 16, корп. 2",,1.0,55.67124499999999,37.611015,Нагорный
9498,Суши сам,"просп. 60-летия Октября, 29, корп. 1",,1.0,55.689257999999995,37.575603,Академический
9500,Суши-сет,"Зеленый просп., 83, корп. 3",,1.0,55.752141,37.821634,Новогиреево
9501,Суши-сет,"Строгинский б-р, 7, корп. 1",,1.0,55.805356,37.400809,Строгино
9502,Суши-сет,"9-я Парковая, 70, корп. 1",,1.0,55.80915,37.799275,Северное Измайлово
9503,Суши-сет,"Вельяминовская, 6, корп. 1",,1.0,55.780846,37.722388,Соколиная Гора
9504,Суши-сет,"Героев Панфиловцев, 1, корп. 1",,1.0,55.852405000000005,37.437182,Северное Тушино
9505,Суши-сет,"Красная Сосна, 2а, ТЦ «Компас»",,1.0,55.85094399999999,37.67917,Ярославский
9506,Суши-сет,"Краснопрудная, 22–24",,1.0,55.778715000000005,37.665309,Красносельский
9508,Суши-сет,"Плещеева, 8",,1.0,55.884898,37.608544,Бибирево
9509,Суши-сет,"Судостроительная, 3, корп. 2",,1.0,55.681208999999996,37.667842,Нагатинский Затон
9510,Суши-сет,"Щербаковская, влад. 11, стр. 1",,1.0,55.78278,37.728703,Соколиная Гора
9511,Суши-сет,"Яблочкова, 21, корп. 3",,1.0,55.820015000000005,37.576492,Бутырский
9522,Суши-сет,"Ореховый б-р, 47/33",,1.0,55.614587,37.746517,Зябликово
9523,Суши-сет,"Россошанский пр., 6",,1.0,55.598161,37.604646,Чертаново Южное
9524,Суши-сет,"Хлобыстова, 26, корп. 2",,1.0,55.715484,37.815929,Выхино-Жулебино
9528,Сушишеф,"Лужнецкая наб., 24, стр. 5, УСЗ «Дружба», 1 этаж",,2.0,55.712593999999996,37.566458000000004,Хамовники
9529,Суши-шоп,"Россошанская, 6",,1.0,55.59251999999999,37.612488,Чертаново Южное
9530,Суши-шоп,"Кантемировская, 7, корп. 1",,1.0,55.635965,37.672837,Царицыно
9531,Суши-шоп,"Кировоградская, 9, стр. 2г",,1.0,55.623717000000006,37.611042,Чертаново Северное
9532,Суши-шоп,"Золоторожский Вал, 42, ТЦ «Гранд-сити»",,1.0,55.747317,37.679969,Таганский
9533,Суши-шоп,"просп. Мира, 146",,1.0,55.820834,37.642689000000004,Алексеевский
9534,Суши-шоп,"пр. Стратонавтов, 11",,1.0,55.827397999999995,37.435053,Покровское-Стрешнево
9535,Суши-шоп,"Шаболовка, 59, корп. 1",,1.0,55.715008,37.608167,Даниловский
9536,Суши-шоп,"Зеленодольская, 40, ТЦ «Будапешт»",,1.0,55.704097999999995,37.765785,Кузьминки
9537,Суши-шоп,"Митинская, 48",,1.0,55.85011,37.355399,Митино
9538,Суши-шоп,"ш. Энтузиастов, 22/18",,1.0,55.750986,37.717133000000004,Лефортово
9539,Суши-шоп,"Святоозерская, 13",,1.0,55.712964,37.894020000000005,Косино-Ухтомский
9540,Суши-шоп,"Люблинская, 175",,1.0,55.645878,37.747378999999995,Марьино
9541,Суши-шоп,"просп. Андропова, 29, корп. 2",,1.0,55.676042,37.666565999999996,Нагатинский Затон
9542,Суши-шоп,"Бутырская, 97",,1.0,55.807542000000005,37.579529,Савёловский
9543,Суши-шоп,"Елецкая, 17",,1.0,55.606821999999994,37.734012,Орехово-Борисово Южное
9544,Суши-шоп,"Ленинский просп., 89/2",,1.0,55.677935,37.531622,Ломоносовский
9545,Суши-шоп,"Северный б-р, 2",,1.0,55.864899,37.607206,Отрадное
9546,Суши-шоп,"Свободный просп., 20а",,1.0,55.751254,37.816271,Новогиреево
9547,Суши-шоп,"Семеновский пер., 18",,1.0,55.782318999999994,37.714348,Соколиная Гора
9548,Суши-шоп,"3-я Парковая, 6",,1.0,55.789632999999995,37.784641,Измайлово
9552,Суши-шоп,"Ореховый б-р, 24, корп. 1, ТК «Тук-тук»",,1.0,55.612726,37.746903,Зябликово
9553,Суши-шоп,"Солнцевский просп., 26",,1.0,55.649962,37.408265,Солнцево
9555,Суши-шоп,"Шипиловская, 36, корп. 1",,1.0,55.620371999999996,37.721427,Орехово-Борисово Северное
9556,Суши-шоп,"Академика Челомея, 5",,1.0,55.661623,37.533059,Обручевский
9557,Суши-шоп,"Чонгарский б-р, 19",,1.0,55.652795999999995,37.606703,Нагорный
9558,Суши-шоп,"Мячковский б-р, 3а, ТЦ «Братиславский»",,1.0,55.657956000000006,37.751574,Марьино
9560,Суши-шоп,"Петрозаводская, 24б, ТЦ «Ховрино»",,1.0,55.867070999999996,37.493587,Ховрино
9561,Суши-шоп,"Краснопрудная, 22–24",,1.0,55.778715000000005,37.665309,Красносельский
9562,Суши-шоп,"Загорьевская, 3, корп. 2",,1.0,55.581230000000005,37.676439,Бирюлёво Восточное
9563,Суши-шоп,"Матвеевская, 2, ТК «Тук-тук»",,1.0,55.705381,37.47916,Очаково-Матвеевское
9564,Суши-шоп,"Пришвина, 21",,1.0,55.88613,37.606029,Бибирево
9565,Суши-шоп,"Ключевая, 10, корп. 1",,1.0,55.636458,37.758868,Братеево
9568,Суши-шоп,"Краснодарская, 65/18, корп. 1",,1.0,55.675996,37.772388,Люблино
9569,Суши-шоп,"Строгинский б-р, 30",,1.0,55.802184,37.406477,Строгино
9570,Суши-шоп,"Южнобутовская, 70",,1.0,55.535325,37.522315,Южное Бутово
9571,Суши-шоп,"Новоясеневский просп., 2, стр. 2",,1.0,55.617433999999996,37.506837,Ясенево
9573,Сущевский двор,"2-й Вышеславцев пер., 17",,2.0,55.790499,37.605984,Марьина Роща
9575,Счастливая сова,"Тверская, 25/9",,1.0,55.767072999999996,37.600082,Тверской
9576,Счастье вкуса,"Маршала Соколовского, 3",,2.0,55.793212,37.489257,Щукино
9577,Счастье не за горами,"просп. Мира, 119, ВДНХ, павильон 39",,2.0,55.826291000000005,37.637614,Останкинский
9578,Сыр и ветчина,"3-й пр. Марьиной Рощи, 40, стр. 3",,1.0,55.796794999999996,37.611554,Марьина Роща
9580,Сытая утка,"Соколово-Мещерская, 16/114",,2.0,55.88401999999999,37.395346999999994,Куркино
9582,Сыто Piano,"Неглинная, 18, стр. 1",,2.0,55.765615000000004,37.620968,Мещанский
9583,Сыто Piano,"Краснодонская, 7/1, стр. 1",,2.0,55.68399599999999,37.75179,Люблино
9584,Сыто Piano,"Новочеркасский б-р, 41, корп. 4",,2.0,55.648168999999996,37.736312,Марьино
9586,Сытый ежик,"2-й Полянский пер., влад. 2",,2.0,55.736503000000006,37.617715999999994,Якиманка
9587,Сытый лось,"Широкая, 12б, ТРЦ «Фортуна», 3 этаж",,2.0,55.88661,37.660314,Северное Медведково
9588,Сытый эльф,"Новослободская, 67/69",,2.0,55.788965000000005,37.591108,Тверской
9589,Сэ Сян Вэй,"Рочдельская, 15, стр. 13, БЦ «Трехгорная мануфактура»",,2.0,55.755991,37.56512,Пресненский
9590,Сюси-пуси,"Садовническая, 42, стр. 1",,2.0,55.744845,37.63668,Замоскворечье
9591,Табриз,"Судостроительная, 29",,2.0,55.683168,37.680975,Нагатинский Затон
9592,Табу,"Генерала Кузнецова, 16, корп. 1",,1.0,55.688035,37.857378000000004,Выхино-Жулебино
9593,Тавадури,"Садовая-Спасская, 13, стр. 2",,2.0,55.770683999999996,37.646489,Красносельский
9594,Таверна у околицы,"просп. Мира, 119, ВДНХ, павильон 326",,2.0,55.826291000000005,37.637614,Останкинский
9595,Таежные бани,"Волоколамское ш., 89, стр. 1",,2.0,55.827788,37.409154,Покровское-Стрешнево
9596,Таежный,"Красноказарменная, 16",,2.0,55.753205,37.710737,Лефортово
9597,Тажинерия,"Мытная, 74, Даниловский рынок",,1.0,55.712112,37.620554999999996,Даниловский
9598,Тайм-авеню,"Часовая, 30",,2.0,55.811654000000004,37.519071999999994,Аэропорт
9599,Тайна,"Тайнинская, 19",,2.0,55.885968000000005,37.684765999999996,Лосиноостровский
9600,Тай чай,"Таганская, 3, ТЦ «Таганский пассаж»",,2.0,55.74124200000001,37.658706,Таганский
9601,Таки да!,"1-й Нагатинский пр., 11, корп. 3",,3.0,55.676584999999996,37.634091999999995,Нагатино-Садовники
9602,Такэ До,"Кутузовский просп., 17",,3.0,55.746922,37.556864000000004,Дорогомилово
9605,Тамада,"Народного Ополчения, 48, корп. 1",,3.0,55.794188,37.495294,Щукино
9606,Тамани,"Кутузовский просп., 2/1, стр. 1, отель «Radisson Royal Москва»",,3.0,55.751406,37.565713,Дорогомилово
9607,Тамаси,"Новокосинская, 14а, ТЦ «Новый век»",,1.0,55.737795999999996,37.857036,Новокосино
9608,Тамаси,"Новокосинская, 31/4",,1.0,55.743061,37.863908,Новокосино
9609,Тамаси,"просп. Андропова, 8, ТРЦ «Мегаполис»",,1.0,55.69586999999999,37.664896,Даниловский
9611,Тамерлан,"Петровка, 18/2",,3.0,55.763831999999994,37.6175,Тверской
9612,Таможня дает добро,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза», 3 этаж",,2.0,55.795432999999996,37.617141,Марьина Роща
9613,Таможня дает добро,"Дмитровское ш., 163а, ТРЦ «Рио Дмитровка», 2 этаж",,2.0,55.909065000000005,37.539248,Северный
9614,Тандыр,"Краснопресненская наб., 14а",,2.0,55.749902,37.546974,Пресненский
9615,Тануки,"Симоновский Вал, 15",,2.0,55.721924,37.664473,Южнопортовый
9616,Тануки,"пр. Шокальского, 67, корп. 2",,2.0,55.886191000000004,37.672208000000005,Северное Медведково
9617,Тануки,"Шаболовка, 25",,2.0,55.722593,37.611814,Якиманка
9618,Тануки,"Коштоянца, 1а",,2.0,55.679235,37.492671,Проспект Вернадского
9619,Тануки,"Привольная, 65/32",,2.0,55.681529000000005,37.849886,Выхино-Жулебино
9620,Тануки,"Преображенская пл., 5/7",,2.0,55.79557,37.708509,Преображенское
9621,Тануки,"Волгоградский просп., 98, корп. 1",,2.0,55.70399200000001,37.772343,Кузьминки
9622,Тануки,"Дмитровское ш., 64, корп. 3",,2.0,55.85667900000001,37.562551,Бескудниковский
9623,Тануки,"Липецкая, 2, корп. 8",,2.0,55.608306999999996,37.664941,Бирюлёво Восточное
9624,Тануки,"Новокосинская, 36",,2.0,55.742352000000004,37.868939000000005,Новокосино
9625,Тануки,"Паустовского, 8",,2.0,55.599036,37.538269,Ясенево
9626,Тануки,"Петрозаводская, 11, корп. 1",,2.0,55.865908999999995,37.49435,Ховрино
9627,Тануки,"Профсоюзная, 126, корп. 3",,2.0,55.63036999999999,37.516844,Тёплый Стан
9628,Тануки,"Сущевский Вал, 31, супермаркет «Оливье»",,2.0,55.793328,37.604161,Марьина Роща
9629,Тануки,"Мосфильмовская, 22",,2.0,55.721219,37.524696,Раменки
9630,Тануки,"Б.Академическая, 65",,2.0,55.840427000000005,37.54736,Коптево
9632,Тануки,"Южнобутовская, 74",,2.0,55.53504,37.520204,Южное Бутово
9633,Тануки,"Дмитровское ш., 108б",,2.0,55.886539,37.543713000000004,Восточное Дегунино
9634,Тануки,"Нахимовский просп., 67",,2.0,55.68079300000001,37.556828,Черёмушки
9635,Тануки,"Пришвина, 9",,2.0,55.889492000000004,37.597612,Бибирево
9636,Тануки,"Борисовские Пруды, 10",,2.0,55.63586899999999,37.740974,Братеево
9637,Тануки,"Новокуркинское ш., 25",,2.0,55.89862900000001,37.398177000000004,Куркино
9638,Тануки,"Рязанский просп., 12",,2.0,55.725255000000004,37.761168,Рязанский
9639,Тануки,"Ярцевская, 19, МФК «Кунцево-плаза»",,2.0,55.73859100000001,37.411004999999996,Кунцево
9640,Тануки,"Б.Златоустинский пер., 1",,2.0,55.759861,37.631766,Басманный
9641,Танцы,"Дмитровское ш., 157, стр. 12",,1.0,55.898593000000005,37.540892,Дмитровский
9642,Тапас Марбелья,"Ломоносовский просп., 25, корп. 1",,3.0,55.693591000000005,37.532439000000004,Раменки
9644,Тапки,"Вавилова, 81, корп. 1",,2.0,55.679417,37.546110999999996,Ломоносовский
9645,Тапчан,"Ленинградское ш., 112, корп. 4, стр. 5",,2.0,55.8655,37.46432,Левобережный
9646,Тарабин,"В.Красносельская, 3а, ТДК «Тройка»",,1.0,55.785513,37.665408,Красносельский
9648,Тарантино,"М.Филевская, 30",,2.0,55.735317,37.459684,Фили-Давыдково
9649,Тарас Бульба,"Шмитовский пр., 27, стр. 1",,2.0,55.756062,37.540739,Пресненский
9650,Тарас Бульба,"Боровское ш., 6, ТЦ «Солнечный рай», 2 этаж",,2.0,55.65879399999999,37.401905,Солнцево
9651,Тарас Бульба,"Красноказарменная, 6",,2.0,55.758407,37.694549,Лефортово
9652,Тарас Бульба,"Мясницкая, 47",,2.0,55.768719,37.644576,Красносельский
9653,Тарас Бульба,"Люблинская, 163",,2.0,55.651237,37.745016,Марьино
9654,Тарелка,"Барклая, 6, стр. 5, БЦ «Барклай-плаза»",,1.0,55.73925,37.508229,Филёвский Парк
9655,Тарелка,"Земляной Вал, 9, БЦ «Ситидел»",,1.0,55.761685,37.658527,Басманный
9656,Тарталетка,"Ленинградский просп., 62",,1.0,55.801035,37.533382,Аэропорт
9657,Тархун,"Мневники, 3, корп. 1",,2.0,55.773251,37.498564,Хорошёво-Мнёвники
9658,Татарские пироги,"Щепкина, 25/20",,1.0,55.777788,37.628729,Мещанский
9659,Тат & Бургер,"Южнопортовая, 18",,2.0,55.70621800000001,37.684712,Южнопортовый
9661,Татьяна,"Стремянный пер., 11, гостиница «Татьяна»",,3.0,55.727688,37.633203,Замоскворечье
9663,Ташир-пицца,"просп. Вернадского, 86а, ТРЦ Avenue South West, 5 этаж",,1.0,55.66301899999999,37.480993,Тропарёво-Никулино
9664,Ташир-пицца,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза», 4 этаж",,1.0,55.795432999999996,37.617141,Марьина Роща
9666,Ташир-пицца,"Дмитровское ш., 163а, ТРЦ «Рио Дмитровка», 2 этаж",,1.0,55.909065000000005,37.539248,Северный
9667,Ташир-пицца,"Б.Черемушкинская, 1, ТРЦ «Рио», 3 этаж",,1.0,55.690278,37.601879,Котловка
9668,Ташир-пицца,"Б.Тульская, 13, ТРЦ «Ереван-плаза», 3 этаж",,1.0,55.708729000000005,37.622091,Даниловский
9669,Ташир-пицца,"Рублевское ш., 62, ТРЦ «Европарк»",,1.0,55.766212,37.380875,Крылатское
9670,Тбилисо,"Студеный пр., 36",,2.0,55.89244,37.671561,Северное Медведково
9671,Тбилисские новости,"Новослободская, 18",,1.0,55.782318999999994,37.599416999999995,Тверской
9672,Твой кофе,"Дубининская, 27, стр.1",,1.0,55.726015000000004,37.637533000000005,Замоскворечье
9673,Театральный подвал,"Чаплыгина, 1а",,2.0,55.764196999999996,37.646139,Басманный
9674,Телебистро,"Никитский пер., 7",,2.0,55.757491,37.610116,Тверской
9676,Телиани,"Лефортовский Вал, 11",,2.0,55.75785,37.700171999999995,Лефортово
9677,Темаки,"Дмитриевского, 1",,1.0,55.71125,37.880491,Косино-Ухтомский
9680,Темпл-бар,"пл. Ганецкого, 1",,3.0,55.820161999999996,37.500531,Войковский
9681,Темпл-бар,"Первомайская, 33",,3.0,55.79291800000001,37.781667999999996,Измайлово
9682,Темпл-бар,"Ореховый б-р, 13",,3.0,55.611511,37.719621000000004,Орехово-Борисово Северное
9683,Теплица,"Орликов пер., 1",,2.0,55.770426,37.644863,Красносельский
9684,Теплоход Notte bianca,"Фрунзенская наб., 10, причал «Крымский мост»",,2.0,55.73273199999999,37.594691999999995,Хамовники
9688,Теплый очаг,"Генерала Тюленева, 41а",,2.0,55.613916,37.494368,Тёплый Стан
9689,Теремок,"Манежная пл., 1, стр. 2, ТЦ «Охотный Ряд»",,1.0,55.755773,37.614608000000004,Тверской
9690,Теремок,"Фестивальная, 2б, ТЦ «Речной»",,1.0,55.855078000000006,37.478082,Левобережный
9692,Теремок,"Кировоградская, 14, ТЦ «Глобал-сити», 2 этаж",,1.0,55.622604,37.60593,Чертаново Северное
9693,Теремок,"Рублевское ш., 62, ТРЦ «Европарк»",,1.0,55.766212,37.380875,Крылатское
9694,Теремок,"Люблинская, 169, корп. 2, ТРЦ «Мариэль»",,1.0,55.648818999999996,37.744962,Марьино
9696,Теремок,"Б.Черемушкинская, 1, ТРЦ «Рио», 3 этаж",,1.0,55.690278,37.601879,Котловка
9697,Теремок,"Миклухо-Маклая, 32а, ТЦ «Капитолий Беляево»",,1.0,55.640889,37.530732,Коньково
9698,Теремок,"Профсоюзная, 61а, ТЦ «Калужский», 2 этаж",,1.0,55.65596,37.541781,Черёмушки
9699,Теремок,"Маршала Бирюзова, 32, ТРЦ «Пятая авеню»",,1.0,55.799588,37.483022999999996,Щукино
9700,Теремок,"Земляной Вал, 33, ТРК «Атриум», 3 этаж",,1.0,55.757339,37.659164000000004,Басманный
9701,Теремок,"Рязанский просп., 2, корп. 2, ТК «Город на Рязанке»",,1.0,55.729833,37.731021000000005,Нижегородский
9703,Теремок,"Ореховый б-р, 14, корп. 3, ТРЦ «Домодедовский»",,1.0,55.609675,37.720106,Орехово-Борисово Южное
9704,Теремок,"пл. Киевского Вокзала, 2, ТРЦ «Европейский»",,1.0,55.744631999999996,37.566072,Дорогомилово
9705,Теремок,"Измайловское ш., 71а, ТЦ «АСТ»",,1.0,55.78955799999999,37.752526,Измайлово
9707,Теремок,"Б.Тульская, 13, ТРЦ «Ереван-плаза»",,1.0,55.708729000000005,37.622091,Даниловский
9708,Теремок,"Тушинская, 17, ТРЦ «Праздник»",,1.0,55.82666,37.444790000000005,Покровское-Стрешнево
9709,Теремок,"просп. Вернадского, 6, ТЦ «Капитолий Вернадского»",,1.0,55.69195799999999,37.527956,Раменки
9710,Теремок,"Щелковское ш., 100, ТЦ «Щелково»",,1.0,55.81255,37.832827,Северное Измайлово
9711,Теремок,"Щукинская, 42, ТРК «Щука»",,1.0,55.80946899999999,37.464571,Щукино
9712,Теремок,"Маросейка, 6",,1.0,55.75745500000001,37.634371,Басманный
9713,Теремок,"ш. Энтузиастов, 12, корп. 2, ТК «Город Лефортово»",,1.0,55.747363,37.707097999999995,Лефортово
9715,Теремок,"Ленинградский просп., 62а, ТК «Галерея Аэропорт»",,1.0,55.801835,37.532098,Аэропорт
9716,Теремок,"Хорошевское ш., 16, ТЦ «На Беговой»",,1.0,55.774674,37.545689,Хорошёвский
9717,Теремок,"Перерва, 43, корп. 1, ТК «Бум»",,1.0,55.659647,37.749660999999996,Марьино
9718,Теремок,"Люблинская, 153, ТК «Л-153»",,1.0,55.658834999999996,37.741908,Марьино
9719,Теремок,"просп. Мира, 211, ТРЦ «Золотой Вавилон»",,1.0,55.84585500000001,37.662093,Свиблово
9720,Теремок,"Алтуфьевское ш., 8, ТРЦ «Алтуфьевский»",,1.0,55.85282900000001,37.58579,Отрадное
9721,Теремок,"Ленинградское ш., 16, стр. 4, ТЦ «Метрополис»",,1.0,55.823211,37.497468,Войковский
9722,Теремок,"Пресненская наб., 2, ТЦ «Афимолл-сити»",,1.0,55.74906,37.539347,Пресненский
9723,Теремок,"24-й км МКАД, пересечение с Каширским ш., ТРЦ Vegas",,1.0,55.59399499999999,37.734946,Орехово-Борисово Южное
9724,Теремок,"Ореховый б-р, 15, ТЦ «Галерея Водолей»",,1.0,55.612838,37.719908000000004,Орехово-Борисово Северное
9725,Теремок,"просп. Андропова, 8, ТРЦ «Мегаполис»",,1.0,55.69586999999999,37.664896,Даниловский
9726,Теремок,"Ореховый б-р, 22а, ТРК «Облака»",,1.0,55.612044999999995,37.732718,Зябликово
9727,Теремок,"В.Красносельская, 3а, ТДК «Тройка»",,1.0,55.785513,37.665408,Красносельский
9731,Теремок,"Вавилова, 3, ТРЦ «Гагаринский»",,1.0,55.706883,37.592096000000005,Донской
9732,Теремок,"Таганская, 1, ТЦ «Звездочка»",,1.0,55.741783999999996,37.655894,Таганский
9733,Теремок,"Дубравная, 34/29, ТРЦ «Ладья»",,1.0,55.846113,37.358211,Митино
9734,Теремок,"66-й км МКАД, пересечение с Волоколамским ш., ТК «Твой дом»",,1.0,55.814836,37.39046,Строгино
9735,Теремок,"Профсоюзная, 56, ТЦ «Черемушки»",,1.0,55.670021,37.552479999999996,Обручевский
9736,Теремок,"Планерная, 7, ТПУ «Планерная»",,1.0,55.924319999999994,37.381306,Молжаниновский
9737,Теремок,"Гжельский пер., 19, стр. 2",,1.0,55.747647,37.680616,Таганский
9739,Теремок,"Шереметьевская, 20а, ТЦ «Капитолий Марьина Роща»",,1.0,55.80346899999999,37.618848,Марьина Роща
9740,Теремок,"Рязанский просп., 46, корп. 3",,1.0,55.717112,37.791729,Рязанский
9741,Теремок,"Семеновская пл., 1, ТРЦ «Семеновский»",,1.0,55.782743999999994,37.720816,Соколиная Гора
9742,Теремок,"Арбат, 32, стр. 1",,1.0,55.749171999999994,37.589617,Арбат
9743,Теремок,"Профсоюзная, 129а, ТРЦ «Принц-плаза»",,1.0,55.61813000000001,37.507484000000005,Ясенево
9744,Теремок,"Новоясеневский просп., 1, ТРЦ «Спектр»",,1.0,55.61946700000001,37.50928,Ясенево
9745,Теремок,"Багратионовский пр., 5, ТРЦ «Филион»",,1.0,55.743649,37.508122,Филёвский Парк
9746,Теремок,"микрорайон Северное Чертаново, 1а, ТЦ «Авентура»",,1.0,55.637393,37.600388,Чертаново Северное
9747,Теремок,"Б.Семеновская, 16, ТРЦ «Серебряный дом»",,1.0,55.781918999999995,37.704017,Соколиная Гора
9748,Теремок,"Новоясеневский просп., 11, ТК «Золотой Вавилон Ясенево»",,1.0,55.606669999999994,37.536284,Ясенево
9749,Теремок,"Севастопольский просп., 11е, ТЦ «Капитолий Севастопольский»",,1.0,55.687051000000004,37.603918,Котловка
9752,Теремок,"Дмитровское ш., 163а, ТРЦ «Рио Дмитровка»",,1.0,55.909065000000005,37.539248,Северный
9753,Теремок,"Правобережная, 1б, ТЦ «Капитолий Ленинградский»",,1.0,55.881046,37.450162,Левобережный
9754,Теремок,"Сходненская, 56, ТРЦ «Калейдоскоп»",,1.0,55.850407999999995,37.44409,Южное Тушино
9755,Теремок,"Орликов пер., 8",,1.0,55.771474,37.649382,Красносельский
9756,Теремок,"Н.Арбат, 17",,1.0,55.752141,37.590713,Арбат
9757,Теремок,"пл. Ганецкого, 1б",,1.0,55.82034399999999,37.4993,Войковский
9758,Теремок,"Поляны, 8, ТЦ «Вива», 2 этаж",,1.0,55.565605000000005,37.556128,Северное Бутово
9759,Теремок,"Гоголевский б-р, 3/2",,1.0,55.744901,37.600648,Хамовники
9760,Теремок,"2-я Брестская, 8, БЦ «Панорама»",,1.0,55.771190000000004,37.590749,Тверской
9761,Теремок,"Старокачаловская, 5а, ТЦ «Круг», 2 этаж",,1.0,55.569846,37.579044,Северное Бутово
9764,Теремок,"Осенний б-р, 12, ТЦ «Крылатский»",,1.0,55.759238,37.409244,Крылатское
9765,Теремок,"Шереметьевская, 6, корп. 1, ТРЦ «Райкин-плаза»",,1.0,55.795432999999996,37.617141,Марьина Роща
9767,Теремок,"Лобненская, 4а, ТЦ «Зигзаг»",,1.0,55.889881,37.537676,Дмитровский
9768,Теремок,"Мясницкая, 30",,1.0,55.765331,37.638539,Басманный
9769,Теремок,"Сущевский Вал, 22",,1.0,55.792463,37.60496,Марьина Роща
9770,Теремок,"Новослободская, 5, стр. 1",,1.0,55.779449,37.600459,Тверской
9771,Теремок,"Каширское ш., 26, ТРК «Москворечье»",,1.0,55.653314,37.64613,Москворечье-Сабурово
9773,Теремок,"Снежная, 27, ТРЦ «Свиблово»",,1.0,55.856351000000004,37.653334,Свиблово
9774,Теремок,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити»",,1.0,55.814836,37.39046,Строгино
9775,Теремок,"Авиамоторная, 12",,1.0,55.75322,37.715471,Лефортово
9777,Теремок,"Свободный просп., 33, ТД «Перовский»",,1.0,55.752784,37.819307,Новогиреево
9778,Теремок,"Волгоградский просп., 84, корп. 1",,1.0,55.704489,37.768121,Кузьминки
9779,Теремок,"Головинское ш., 5, ТЦ «Водный»",,1.0,55.84024,37.492024,Головинский
9781,Теремок,"87-й км МКАД, ТК «Час пик»",,1.0,55.90163199999999,37.619612,Бибирево
9782,Теремок,"Солнцевский просп., 21, ТЦ «Столица»",,1.0,55.647041,37.411741,Солнцево
9785,Теремок,"Локомотивный пр., 4, ТЦ «Парус»",,1.0,55.838,37.576852,Тимирязевский
9786,Теремок,"Ярцевская, 19, МФК «Кунцево-плаза»",,1.0,55.73859100000001,37.411004999999996,Кунцево
9787,Теремок,"Борисовские Пруды, 26, стр. 2, ТРЦ «Браво»",,1.0,55.639029,37.759228,Братеево
9789,Теремок,"Ленинская Слобода, 26, стр. 2, ТЦ «Оранж-парк»",,1.0,55.71214200000001,37.656631,Даниловский
9790,Теремок,"Ходынский б-р, 4, ТРЦ «Авиапарк»",,1.0,55.790464,37.530409000000006,Хорошёвский
9791,Теремок,"Театральный пр., 5, Центральный детский магазин",,1.0,55.760194999999996,37.624651,Мещанский
9792,Теремок,"Лесная, 5, БЦ «Белая площадь»",,1.0,55.77778299999999,37.586877,Тверской
9793,Теремок,"7-я Кожуховская, 9, ТРК «Мозаика»",,1.0,55.710687,37.6751,Южнопортовый
9794,Теремок,"Фридриха Энгельса, 3/5, стр. 4",,1.0,55.771915,37.679798999999996,Басманный
9797,Теремок,"Поречная, 10, ТРК Mari",,1.0,55.649825,37.770043,Марьино
9798,Теремок,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»",,1.0,55.609823,37.49329,Ясенево
9799,Теремок,"Новоясеневский просп., влад. 7, ТЦ «Калита»",,1.0,55.607489,37.532367,Ясенево
9800,Теремок,"Мастеркова, 6",,1.0,55.707902000000004,37.656784,Даниловский
9801,Теремок,"просп. Вернадского, 86а, ТРЦ Avenue South West",,1.0,55.66301899999999,37.480993,Тропарёво-Никулино
9804,Теремок,"Декабристов, 12, ТК «Золотой Вавилон Отрадное»",,1.0,55.86310600000001,37.602049,Отрадное
9805,Теремок,"Сигнальный пр., 17, ТЦ «Парк-хаус Сигнальный»",,1.0,55.850995,37.597414,Отрадное
9806,Теремок,"Автозаводская, 18, ТРЦ «Ривьера»",,1.0,55.705452,37.637749,Даниловский
9807,Теремок,"Бесединское ш., 15, ТЦ «Парк-хаус Братеево»",,1.0,55.62528199999999,37.76133,Братеево
9809,Теремок,"Кутузовский просп., 57, ТРЦ «Океания»",,1.0,55.727927,37.476169,Фили-Давыдково
9810,Теремок,"Хорошевское ш., 27, ТРЦ «Хорошо!»",,1.0,55.777083999999995,37.523653,Хорошёвский
9811,Теремок,"Грузинский Вал, 28/45",,1.0,55.77490699999999,37.582906,Пресненский
9812,Теремок,"Святоозерская, 1а, ТЦ «Косино-парк»",,1.0,55.714648,37.883571999999994,Косино-Ухтомский
9814,Теремок,"Никольская, 8/1",,1.0,55.756624,37.623106,Тверской
9815,Теремок,"56-й км МКАД, ТРЦ «Vegas Кунцево»",,1.0,55.74261,37.398482,Кунцево
9817,Терка,"Покровка, 2/1",,2.0,55.757992,37.639051,Басманный
9819,Терраса,"Угличская, 13, стр. 3",,2.0,55.902202,37.567069000000004,Лианозово
9821,Территория,"Братиславская, 29, корп. 1",,2.0,55.65380699999999,37.767061,Марьино
9822,Территория,"Рязанский просп., 64",,2.0,55.714516,37.803784,Выхино-Жулебино
9823,Территория,"Ясногорская, 2",,2.0,55.61026999999999,37.536428,Ясенево
9824,Территория,"Волгоградский просп., 108",,2.0,55.703559999999996,37.775478,Кузьминки
9825,Территория,"Свободы, 48, корп. 1",,2.0,55.849064,37.454240999999996,Южное Тушино
9826,Территория,"Липецкая, 22",,2.0,55.593109999999996,37.671768,Бирюлёво Восточное
