,Name,Address,Metro,Rating,Money
3368,Subway,"Садовническая, 42","Новокузнецкая, Третьяковская",,1
3369,Subway,"Дербеневская наб., 7, стр. 10, ДК «Новоспасский»",Павелецкая,,1
3370,Subway,"аэропорт Шереметьево-2, терминал Е, 2 этаж",,,1
3371,Subway,"14-й км от МКАД по Ленинградскому ш., дер. Черная Грязь, ТЦ Metro Cash & Carry",,,1
3372,Subway,"1-я ул. Бухвостова, 12/11, корп. 11",Преображенская площадь,,1
3373,Subway,"19-й км МКАД, 20, стр. 1, ТК «Южные ворота»",Марьино,,1
3374,Subway,"29-й км Новорижского ш., АЗС",,,1
3375,Subway,"Ботаническая, 29, гостиница «Останкино»","ВДНХ, Владыкино",,1
3376,Subway,"просп. Вернадского, 76, в здании МГИМО",Юго-Западная,,1
3377,Subway,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»","Теплый Стан, Ясенево",,1
3378,Subway,"Кржижановского, 18, корп. 2",Профсоюзная,,1
3379,Subway,"Международное ш., 28, корп. 15",,,1
3380,Subway,"53-й км МКАД, гипермаркет «Ашан Марфино»","Кунцевская, Славянский бульвар",,1
3381,Subway,"Павелецкая пл., 1а, стр. 2",Павелецкая,,1
3382,Subway,"Сокольнический Вал, 1, стр. 1, парк «Сокольники»",Сокольники,,1
3383,Subway,"Преображенская пл., 6",Преображенская площадь,,1
3384,Königsbäcker,"Стремянный пер., 26","Добрынинская, Серпуховская",,1
3385,Kontora Grill Pub,"Рождественка, 12/1, стр. 1","Лубянка, Кузнецкий Мост",,2
3386,Kopernik,"Б.Якиманка, 22, корп. 3","Октябрьская, Полянка",,3
3387,Koresaram,"Таганская, 40, стр. 2, ТЦ «Радуга»","Таганская, Марксистская",,1
3388,Kotleta,"Б.Грузинская, 1, на старой территории Московского зоопарка, возле павильона птиц","Краснопресненская, Баррикадная",,1
3389,Kotomania Cats & Relax Club,"Покровка, 20/1, стр. 1","Чистые пруды, Курская, Тургеневская, Китай-город, Сретенский бульвар, Чкаловская",,1
3390,Koupes Bar. Кухня Кипра,"Мытная, 74, фуд-корт Даниловского рынка",Тульская,,1
3391,Koupes Bar. Кухня Кипра,"Ниж.Красносельская, 35, стр. 59, рынок «Гастроферма»","Красносельская, Бауманская",,1
3392,Koupes Bar. Кухня Кипра,"Ленинская Слобода, 26, МЦ Roomer, фуд-корт Streat",Автозаводская,,1
3393,Kowloon International,"Тихорецкий б-р, 1, ТЯК «Москва»",Люблино,,1
3394,Kozlovna,"Мясницкая, 22","Чистые пруды, Тургеневская, Сретенский бульвар",,2
3395,Kraftwerk Bar,"4-й Сыромятнический пер., 1, стр. 6, ЦСИ «Винзавод»","Курская, Чкаловская",,1
3396,Kreen,"Садовническая, 71","Павелецкая, Таганская, Марксистская",,2
3397,Kripto,"Профсоюзная, 56, ТЦ «Черемушки»",Новые Черемушки,,2
3398,Krispy Kreme,"Мясницкая, 13, стр. 3","Чистые пруды, Тургеневская, Сретенский бульвар",,1
3399,Krispy Kreme,"Шереметьевская, 20а, ТЦ «Капитолий Марьина Роща»",Марьина Роща,,1
3400,Krispy Kreme,"Цветной б-р, 21, стр. 1","Цветной бульвар, Трубная",,1
3401,Krispy Kreme,"пл. Киевского Вокзала, 2, ТРЦ «Европейский»",Киевская,,1
3402,Krispy Kreme,"14-й км МКАД, пересечение с ул. Верхние Поля, ТЦ «Мега Белая Дача»","Кузьминки, Люблино, Братиславская, Котельники",,1
3403,Krispy Kreme,"Сретенка, 36",Сухаревская,,1
3404,Krispy Kreme,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис»",Войковская,,1
3405,Krispy Kreme,"Снежная, 27, ТРЦ «Свиблово»",Свиблово,,1
3406,Krispy Kreme,"Неглинная, 10","Лубянка, Кузнецкий Мост",,1
3407,Krispy Kreme,"24-й км Ленинградского ш., ТЦ «Мега Химки»","Речной вокзал, Планерная",,1
3408,Subway,"Сущевский Вал, 55",Марьина Роща,,1
3409,Subway,"Тверская, 19","Тверская, Пушкинская, Чеховская",,1
3410,Sucre Banket,,,,
3411,Summer Time Café,"Каретный Ряд, 3, сад «Эрмитаж»","Тверская, Пушкинская, Чеховская",,2
3412,Sun Flower-парк,"Кировоградская, 11, гостиница «Sun Flower-парк»","Южная, Пражская",,3
3413,Sun Sushi,"Варшавское ш., 135б, ТЦ «Меримис»",Улица Академика Янгеля,,1
3414,Surf Burger,"Викторенко, 4, корп. 1",Аэропорт,,2
3415,Surf Coffee,"Ниж.Сыромятническая, 10, стр. 2а, центр дизайна Artplay","Курская, Чкаловская",,1
3416,Surf Coffee,"Нагорный пр., 6","Нагатинская, Крымская",,1
3417,Surf Coffee,"Н.Арбат, 7а",Арбатская,,1
3418,Surf Coffee,"Ладожская, 7а",Бауманская,,1
3419,Surf'n'Fries,"Декабристов, 12, ТК «Золотой Вавилон Отрадное»",Отрадное,,1
3420,Surf'n'Fries,"микрорайон Северное Чертаново, 1а, ТЦ «Авентура»",Чертановская,,1
3421,Surf'n'Fries,"Кировоградская, 13а, ТРЦ Columbus",Пражская,,1
3422,Surf'n'Fries,"аэропорт Шереметьево, терминал F, перед переходом в терминал E",,,1
3423,Surf'n'Fries,"аэропорт Шереметьево, терминал F, выход 57–58",,,1
3424,Sushi Bar Seiji,"Мытная, 74, Даниловский рынок",Тульская,,2
3425,Sushi City,"Егорьевск, Советская, 191",,,1
3426,Sushilka,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис»",Войковская,,2
3427,Sushilka,"Мичуринский просп., Олимпийская деревня, 3, корп. 1, ТРЦ «Фестиваль», 3 этаж","Проспект Вернадского, Юго-Западная",,2
3428,Sushilka,"просп. Вернадского, 6, ТРЦ «Капитолий»",Университет,,2
3429,Sushilka,"пл. Киевского Вокзала, 2, ТРЦ «Европейский», 4 этаж",Киевская,,2
3430,Sushilka,"Пресненская наб., 2, ТЦ «Афимолл-сити»",Деловой центр,,2
3431,Sushi Lover,"Шарикоподшипниковская, 13, стр. 3",,,
3432,Krispy Kreme,"Комсомольская пл., 2, в здании Казанского вокзала",Комсомольская,,1
3433,Krispy Kreme,"Кировоградская, 13а, ТЦ Columbus",Пражская,,1
3434,Krispy Kreme,"Земляной Вал, 33, ТРК «Атриум»","Курская, Чкаловская",,1
3435,Krispy Kreme,"41-й км МКАД, пересечение с Калужским ш., ТЦ «Мега Теплый Стан»","Теплый Стан, Ясенево",,1
3436,Krispy Kreme,"просп. Мира, 40",Проспект Мира,,1
3437,Krispy Kreme,"Кутузовский просп., 57, ТРЦ «Океания», 1 этаж",Славянский бульвар,,1
3438,Krispy Kreme,"66-й км МКАД, пересечение с Волоколамским ш., ТРЦ «Vegas Крокус-сити», 1 этаж",Мякинино,,1
3439,Krispy Kreme,"Ходынский б-р, 4, ТРЦ «Авиапарк», 1 этаж","Аэропорт, Динамо, Полежаевская, Хорошево",,1
3440,Krispy Kreme,"Б.Дмитровка, 7/5","Лубянка, Охотный Ряд, Тверская, Театральная, Площадь Революции, Пушкинская, Кузнецкий Мост, Чеховская",,1
3441,Krispy Kreme,"Профсоюзная, 76",Калужская,,1
3442,Krispy Kreme,"Театральный пр., 5, Центральный детский магазин","Лубянка, Кузнецкий Мост",,1
3443,K-town Noodle Bar,"Мытная, 74, Даниловский рынок",Тульская,,1
3444,K-town Noodle Bar,"Рождественский б-р, 1, Центральный рынок","Цветной бульвар, Трубная",,1
3445,Kuksu,"Пушкинская пл., 2/1","Тверская, Пушкинская, Чеховская",,1
3446,Kuksu House,"Профсоюзная, 56, ТЦ «Черемушки»",Новые Черемушки,,1
3447,Kukurone,"Красногорский р-н, пос. Нахабино, Королева, 7",,,1
3448,Kulinari,"Кутузовский просп., 57, ТРЦ «Океания»",Славянский бульвар,,2
3449,Kultura,"Тушинская, 17, ТЦ «Праздник», 3 этаж",Тушинская,,
3450,Kurkuma,"Ленинская Слобода, 26, МЦ Roomer, фуд-корт Streat",Автозаводская,,1
3451,Kush,"1905 года, 2","Краснопресненская, Баррикадная",,2
3452,Kuzina,"Черняховского, 7",Аэропорт,,1
3453,Kuzina,"Ярцевская, 19",Молодежная,,1
3454,Kuzina,"Ленинский просп., 73/8","Университет, Академическая",,1
3455,Kuzina,"Маршала Бирюзова, 13","Октябрьское Поле, Панфиловская",,1
3456,Sushimoon,"Ореховый б-р, 26а","Красногвардейская, Зябликово",,1
