,Name,Address,Metro,Rating,Money,lat,lng,District
210,Beluga Caviar Bar,"Красная пл., 3, ГУМ, 1 этаж, 3 линия","Охотный Ряд, Театральная, Площадь Революции",,3.0,,,
211,Benedict Café,"Пречистенская наб., 15, стр. 1",Кропоткинская,,2.0,55.738338,37.604726,Хамовники
212,Ben Gunn,"Смоленский б-р, 1/2",Парк культуры,,2.0,55.738916,37.584649,Хамовники
213,Berezy Park,"Строгинское ш., влад. 1",Щукинская,,,55.803828,37.439293,Строгино
214,Bericoni,"Мичуринский просп., Олимпийская деревня, 4, корп. 3","Проспект Вернадского, Юго-Западная",,2.0,55.675352,37.470662,Тропарёво-Никулино
215,Beriozka,"просп. Мира 26, стр. 1","Проспект Мира, Сухаревская",,3.0,55.77796,37.633068,Мещанский
216,Berlin Bar,"Б.Садовая, 14, стр. 6","Маяковская, Тверская, Пушкинская, Чеховская",,,55.766937,37.597127,Тверской
217,Berry Berry Boom,"24-й км МКАД, пересечение с Каширским ш., ТРЦ Vegas",Домодедовская,,1.0,55.593995,37.734946,Орехово-Борисово Южное
218,Bestsmoke,"Сокольническая пл., 4а, ТД «Русское раздолье»",Сокольники,,2.0,57.224482,65.587894,
219,Bestsmoke,"Ярославское ш., 28",ВДНХ,,,55.860767,37.69401,Ярославский
220,Beverly Hills Diner,"Арбат, 23, стр. 1",Арбатская,,2.0,55.750423,37.595348,Арбат
221,Beverly Hills Diner,"Садовая-Триумфальная, 18–20",Маяковская,,2.0,55.771565,37.602885,Тверской
222,Beverly Hills Diner,"Ленинский просп., 109, ТРЦ «Рио Ленинский»","Проспект Вернадского, Юго-Западная, Калужская",,2.0,59.851259,30.240338,
223,Beverly Hills Diner,"Покровка, 10, стр. 2","Чистые пруды, Тургеневская, Китай-город, Сретенский бульвар",,2.0,55.758954,37.644207,Басманный
224,Be Young,"Измайловский Вал, 2",Семеновская,,2.0,55.7836,37.719244,Соколиная Гора
225,BFB Bar,"Нижегородская, 32, стр. 5","Площадь Ильича, Крестьянская Застава",,2.0,55.736691,37.693857,Таганский
226,Bianca,"Ананьевский пер., 4/2, стр. 1",Сухаревская,,,55.770294,37.636976,Красносельский
227,Bibi,"Чистопрудный б-р, 12, стр. 6","Чистые пруды, Тургеневская, Сретенский бульвар",,1.0,55.761634,37.64215,Басманный
228,Bierloga,"Туристская, 13, корп. 2",Сходненская,,2.0,59.997626,30.212355,
229,Big Bite Café,"Б.Никитская, 14/2, стр. 6","Охотный Ряд, Театральная, Площадь Революции",,1.0,55.756665,37.605795,Пресненский
230,Big Bite Café,"Лесная, 43","Белорусская, Новослободская, Менделеевская",,1.0,55.780583,37.590677,Тверской
231,Big Wall Café,"Бумажный пр., 19, стр. 1, на территории СЦ Big Wall","Белорусская, Савеловская",,2.0,,,
232,Big Тарталетка,"Б.Полянка, 30",Полянка,,1.0,55.734151,37.61892,Якиманка
233,Bio Café,"Ленинский просп., 146, СК «Фитнесмания»",Юго-Западная,,2.0,59.852606,30.288407,
234,Birger,"Семеновская пл., 7, корп. 17",Семеновская,,2.0,55.783605,37.721292,Соколиная Гора
235,Biz Coffee,"Б.Семеновская, 49а, ТЦ «Семеновский пассаж», 1 этаж",Семеновская,,1.0,55.781955,37.71574,Соколиная Гора
236,Bla-Bla Bar,"Лесная, 1/2",Белорусская,,2.0,55.776872,37.585386,Тверской
237,Bla Bla Room,"Ленинградское ш., 16а, стр. 4, ТЦ «Метрополис», 3 этаж","Войковская, Балтийская",,1.0,55.823211,37.497468,Войковский
238,Black,"Чистопрудный б-р, 25","Чистые пруды, Тургеневская, Сретенский бульвар",,,55.760145,37.646822,Басманный
239,Black Code,"Садовническая, 42","Новокузнецкая, Третьяковская",,2.0,55.744845,37.63668,Замоскворечье
240,Patara Café,"Ермолаевский пер., 7","Маяковская, Краснопресненская, Баррикадная",8.3,3.0,55.764237,37.59047,Пресненский
241,Boston Seafood & Bar,"Лесная, 7, БЦ «Белые сады»",Белорусская,8.3,3.0,55.778669,37.587964,Тверской
242,Gayane's,"2-й Смоленский пер., 1/4",Смоленская,8.3,2.0,55.747024,37.581523,Арбат
243,Молоко,"Б.Дмитровка, 7/5, стр. 5","Охотный Ряд, Театральная, Площадь Революции",8.3,2.0,55.760986,37.613889,Тверской
244,AC/DC в Тбилиси,"Крымский Вал, 9, стр. 19, в парке Горького","Парк культуры, Октябрьская",8.3,1.0,55.72561,37.599615,Якиманка
245,Чито-Ра,"Казакова, 10/2","Курская, Чкаловская",8.3,1.0,59.858358,30.243859,
246,Black Thai,"Б.Путинковский пер., 5","Тверская, Пушкинская, Чеховская",8.3,3.0,55.76719,37.607709,Тверской
247,Chainaya. Tea & Cocktails,"1-я Тверская-Ямская, 29, стр. 1",Белорусская,8.2,3.0,55.776001,37.585188,Тверской
248,Semplice,"Чаплыгина, 6","Чистые пруды, Тургеневская, Сретенский бульвар",8.2,2.0,55.763847,37.646031,Басманный
249,I Like Wine 2.0,"Тимура Фрунзе, 11, стр. 19",Парк культуры,8.2,2.0,55.735773,37.586715,Хамовники
250,Goodman,"Ленинский просп., 57","Ленинский проспект, Академическая",8.2,3.0,55.696575,37.561544,Гагаринский
251,Da Pino,"Б.Бронная, 23, стр. 1","Тверская, Пушкинская, Чеховская",8.2,2.0,55.763376,37.601439,Пресненский
252,Friends & Family,"Осенний б-р, 7, корп. 2",Крылатское,8.2,2.0,55.758225,37.405759,Крылатское
253,Андерсон на Островитянова,"Островитянова, 5","Коньково, Тропарево",8.2,2.0,55.644694,37.493973,Обручевский
254,Столовая №57,"Красная пл., 3, ГУМ, 3 линия, 3 этаж","Охотный Ряд, Театральная, Площадь Революции",8.2,1.0,,,
255,Goodman,"Трубная пл., 2, ТЦ «Неглинная плаза», 2 этаж",Трубная,8.2,3.0,55.766491,37.622333,Мещанский
256,Рецептор,"Б.Никитская, 22/2","Тверская, Арбатская, Пушкинская, Чеховская",8.2,2.0,55.7571,37.602948,Пресненский
257,Mandarin Combustible,"М.Черкасский пер., 2","Лубянка, Кузнецкий Мост, Китай-город",8.2,2.0,55.758397,37.626079,Тверской
258,Эларджи,"Гагаринский пер., 15а","Кропоткинская, Смоленская",8.2,3.0,55.744323,37.595689,Хамовники
259,Уголек,"Б.Никитская, 12","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",8.2,3.0,55.756513,37.60646,Пресненский
260,Asia Hall,"Кутузовский просп., 48, галереи «Времена года», 3 этаж","Парк Победы, Славянский бульвар",8.2,4.0,59.746573,29.703244,
261,La bella società,"Охотный Ряд, 2, ТГ «Модный сезон», кинотеатр «Москва»","Охотный Ряд, Театральная, Площадь Революции",8.2,4.0,,,
262,Тарас Бульба,"Моховая, 8, стр. 1","Библиотека им. Ленина, Арбатская, Александровский сад, Боровицкая",8.2,2.0,55.750631,37.610152,Тверской
263,Чихо,"Кривоколенный пер., 12, стр. 10","Чистые пруды, Тургеневская, Сретенский бульвар",8.2,1.0,55.761821,37.636015,Басманный
264,Николай,"Пятницкая, 53","Новокузнецкая, Добрынинская, Третьяковская, Полянка, Серпуховская",8.2,2.0,55.734866,37.628011,Замоскворечье
265,Sky Lounge,"Ленинский просп., 32а, здание РАН, 22 этаж",Ленинский проспект,8.2,4.0,59.852606,30.288407,
266,Высота 5642,"Б.Черкасский пер., 15–17, стр. 1",Китай-город,8.2,3.0,55.756386,37.627454,Тверской
267,"Black Coffee, Please","Зубовский б-р, 16–20, стр. 1",Парк культуры,,1.0,55.738368,37.587973,Хамовники
268,Blacklist,"Б.Дмитровка, 20, стр. 1","Тверская, Чеховская, Пушкинская",,2.0,55.762804,37.613808,Тверской
269,Food Market 21,"Н.Арбат, 21","Арбатская, Смоленская",,,55.75204,37.586158,Арбат
270,Il massimo,"Автозаводская, 4",Автозаводская,8.2,2.0,55.710002,37.662722,Даниловский
271,Буфет,"Александра Солженицына, 46","Таганская, Площадь Ильича, Марксистская, Римская",8.2,3.0,55.745721,37.667887,Таганский
272,Blacksmith Irish Pub,"Бутырский Вал, 5",Белорусская,,2.0,55.778558,37.584568,Тверской
273,Blacksmith Irish Pub,"Ленинская Слобода, 26, МЦ Roomer, фуд-корт Streat",Автозаводская,,,,,
274,Black Star Burger,"пл. Киевского Вокзала, 2, ТРЦ «Европейский»",Киевская,,1.0,55.744632,37.566072,Дорогомилово
275,Цветение сакуры,"Красина, 7, стр. 1",Маяковская,8.2,3.0,55.767073,37.588162,Пресненский
276,Meating,"4-й Сыромятнический пер., 3/5","Курская, Чкаловская",8.2,1.0,55.755008,37.667303,Басманный
277,Black & White,"Волгоградский просп., 26, стр. 1",,,2.0,55.726294,37.680949,Южнопортовый
278,Blanc de blancs,"Люсиновская, 36/50","Добрынинская, Серпуховская",,2.0,55.722294,37.621534,Замоскворечье
279,Blast Me Coffee,"Первомайская, 81",Первомайская,,,55.793556,37.801574,Измайлово
280,Bora Bora,"Ореховый б-р, 14, корп. 3, ТРЦ «Домодедовский»",Домодедовская,8.2,2.0,55.609675,37.720106,Орехово-Борисово Южное
281,Андерсон на Страстном,"Страстной б-р, 4","Тверская, Пушкинская, Чеховская",8.2,2.0,55.765387,37.607772,Тверской
282,Bloom-n-Brew,"Ниж.Красносельская, 35, стр. 50","Красносельская, Бауманская",,1.0,55.774684,37.674067,Басманный
283,White Rabbit,"Смоленская пл., 3, Смоленский пассаж, 16 этаж",Смоленская,8.2,4.0,,,
284,China Club,"Красина, 21",Маяковская,8.2,3.0,55.768694,37.586104,Пресненский
285,Bruce Lee,"Болотная наб., 3, стр. 2, арт-кластер «Красный Октябрь»",Кропоткинская,8.2,2.0,55.669128,64.804851,
